,Unnamed: 0,Total,Change,Percent,Song_uuid,Song_name,creditName,nexttoken
19630,19630,63756,-63,-0.1,1e84128-38fc-23d6-80ee-a0369fe50396,Do Luny,Jah Khalib & Roman Bestseller,WzYzOTAxLDYwNTIxNDE1N10=
19648,19648,63700,-100,-0.16,1e840b0-87a2-6c84-9df8-a0369fe50396,El Cara de Verga,Grupo Marrano,WzYzOTAxLDYwNTIxNDE1N10=
19876,19876,62653,-72,-0.11,27b419c-a22c-47d2-9d5e-1e19a6198346,ใจนำทาง,เอกพจน์ สุขเกิด,WzYzMDAwLDcwMjA3OTM3MF0=
20117,20117,61800,-100,-0.16,1e840a9-7139-33b2-bf75-a0369fe50396,Bos,Hamada Helal,WzYxODgyLDczMDcxNDM1N10=
20132,20132,61736,-3,0.0,1e82682-05b1-8658-a974-a0369fe50396,Praying,Kesha,WzYxODgyLDczMDcxNDM1N10=
20167,20167,61617,-30,-0.05,1e8411e-3dab-aec4-88af-a0369fe50396,You (=i),BOL4,WzYxODgyLDczMDcxNDM1N10=
20267,20267,61221,1262,2.1,a32d087-bc16-44f6-9445-481e0b1183b1,Sweater Weather Often,Farizki,WzYxNTIwLDE3MjEzMTk4XQ==
20340,20340,61000,-100,-0.16,c6946f1-0a20-4974-8667-68a579b42206,Người Thương Kẻ Nhớ,Vuong Bao Tuan,WzYxMTU1LDMxMjc5NDBd
20496,20496,60337,700,1.17,98085da-a6df-4aac-a8bf-0537a7881215,Gabi't Araw,Fred Panopio,WzYwNzY5LDIwOTI0Mjdd
20502,20502,60317,-61,-0.1,1e8a772-7dd4-2020-94b3-525400009efb,D'estate non vale (feat. Ana Mena),Fred De Palma & Ana Mena,WzYwMzI5LDM1MDU3MV0=
20713,20713,59567,62,0.1,1e8274e-dacf-8110-b83e-a0369fe50396,Whiskey Glasses,Morgan Wallen,WzU5NjAwLDExMjYxNDY4XQ==
20730,20730,59518,-89,-0.15,53a38cf-5df3-4645-943b-573d04f1ecc7,Janaza,Abu Rayhan,WzU5NjAwLDExMjYxNDY4XQ==
20828,20828,59185,-29,-0.05,8093f55-7372-4e62-a9bc-863ee6480c4e,MEDIO DE PAREDÃO 4 - SENTA NO BUGALU - ESCRAVOS DO PÓ,DJ BRUNO PRADO & MC Lil,WzU5MzAwLDc2NTA5NTg0NF0=
20965,20965,58700,-100,-0.17,4028c50-a428-11e9-b8ce-801844edfa71,ROMEO (feat. Speranza),Margherita Vicario & DADE & Speranza,WzU4OTU5LDY5MjYwODQ3MV0=
21158,21158,58000,-100,-0.17,28b0702-bf20-490a-9cc9-2892a514d795,Thương lắm thầy cô ơi,Phương Anh,WzU4MjQyLDEzMjg1MTE1XQ==
21323,21323,57380,-18,-0.03,d5c9ee6-e1fd-11e9-adaa-801844edfa71,Likhe Jo Khat Tujhe,Kunal Bojewar,WzU3NDcyLDQ2OTMyOTU0XQ==
21355,21355,57258,-65,-0.11,91f2a46-3772-11e9-87dc-549f35141000,Subhan Allah Subhan Allah,Alhajj Muhammad Owais Raza Qadri,WzU3NDcyLDQ2OTMyOTU0XQ==
21427,21427,56967,13,0.02,4c9d30a-0285-4b68-99b1-c675ff0bc44d,Charmer,Stray Kids,WzU3MDk0LDYzOTM0NDM3MV0=
21436,21436,56917,-14,-0.02,5170393-ff2f-4220-ba40-ea650e948c54,ลูกพ่ออย่าท้อเด้อ,Monkan Kankoon,WzU3MDk0LDYzOTM0NDM3MV0=
21481,21481,56774,-100,-0.18,1e8409d-4b6b-bb5c-98d1-a0369fe50396,ขอบคุณกันและกัน,August Band,WzU3MDk0LDYzOTM0NDM3MV0=
21651,21651,56200,-100,-0.18,3fb9374-36b9-469a-a2e9-01bccdb93a5b,Jamala,Joseph Attieh,WzU2MzA5LDQzMjAwMTc1XQ==
21721,21721,55953,180,0.32,7ba8cf8-3ede-11ea-a73d-801844ee83a6,Ujilah Aku Tuhan,Symphony Worship,WzU2MDA2LDEzMjI1OTA2XQ==
21765,21765,55771,-79,-0.14,1e840b2-1676-df66-bd1b-aa1c026db3d8,медуза,MATRANG,WzU2MDA2LDEzMjI1OTA2XQ==
21785,21785,55701,-99,-0.18,cf5f336-4171-4f50-b3d1-ed2ab067a813,Speak To Me,Reekado Banks & Tiwa Savage,WzU2MDA2LDEzMjI1OTA2XQ==
21933,21933,55274,1219,2.26,be0b7f2-e6c5-11e9-b501-549f35141000,Jai Jagannaath,Madhavas,WzU1MzgwLDEzMTg5NjUxXQ==
22107,22107,54778,-24,-0.04,f8a61e4-4bec-11e9-ad27-e4434b2a489b,Zelda,Hayden Shea,WzU0ODAwLDc0Njg2NzU4NV0=
22240,22240,54346,-24,-0.04,15aab81-2541-4d58-b065-f1628e188c81,Dharke Te Dhmkiyan,Shahzad Zakhmi,WzU0NDMyLDY3NjI5MTI1N10=
22314,22314,54115,-100,-0.18,7d627b2-c1a6-11e8-9790-525400009efb,Lo Que Me Enamora,Diego Herrera,WzU0MjAwLDgwODA5ODQ1Nl0=
22330,22330,54094,36,0.07,05b87e8-e5f0-4712-ab38-4ff9bfcb9b2a,Sangtaan Muka Ke Kiya Milae,Gulab,WzU0MjAwLDgwODA5ODQ1Nl0=
22353,22353,54000,-100,-0.18,3501004-5215-11ea-a8f8-549f35161576,Tropical,Method & A$AP Mob,WzU0MjAwLDgwODA5ODQ1Nl0=
22528,22528,53432,-85,-0.16,1e8274f-95e8-3032-84cf-a0369fe50396,Beast Mode,A Boogie Wit da Hoodie & PnB Rock & YoungBoy Never Broke Again,WzUzNTYzLDczMjU1MTQwMV0=
22612,22612,53200,100,0.19,57e6058-c9a7-11e9-bdbd-549f35141000,Pawon,Olamide,WzUzMjI1LDIzMzE3MzQwXQ==
22686,22686,53000,-100,-0.19,0701c96-0345-48d8-bb02-40f6ef152342,Она не я,Artik & Asti,WzUzMjI1LDIzMzE3MzQwXQ==
22881,22881,52407,1223,2.39,64d80f6-4df7-4705-8217-ad2ad5364012,aproape,libEluLLah,WzUyNjM5LDE0NDYxMDYyXQ==
22903,22903,52317,14812,39.49,1e840c5-1b32-3d1c-88e6-aa1c026db3d8,Мне нравится,Egor Kreed,WzUyMzM5LDI2NDQyNDY3XQ==
23046,23046,51891,-57,-0.11,64f4797-2abb-4508-94ee-095b5c3c5825,Colombiani,Mario Basile & Mamadou & Rocco Di Maiolo Sax,WzUyMDA0LDUxMDY2Mzk3XQ==
23120,23120,51678,-33,-0.06,1e8407d-43a6-ecc2-912a-a0369fe50396,น้ำใต้ศอก,Sky Pass,WzUxNzE4LDY0MDgyMTEwMF0=
23295,23295,51136,-33,-0.06,5e9843d-0a1a-47f5-8345-3bba759aa5d4,Toota Jo Kabhi Tara,AiSh,WzUxNDI3LDU3MTc1XQ==
23433,23433,50700,-100,-0.2,267f16b-9587-4321-8931-c45b0f1d743e,Jangan Rayu Rayu,Rita Sugiarto,WzUwODA0LDY3NDQ3NTY3N10=
23557,23557,50264,-20,-0.04,d892f30-1dc3-4379-b79a-d9fc1bf4e9c9,Perantauan,Ipank,WzUwNDE4LDg1OTEwNzFd
23640,23640,49992,5419,12.16,cdbbcfc-251a-491f-9321-98148b7086b1,10 Ngàn Năm,PC,WzUwMTUxLDE0NzM1NjQ1XQ==
23828,23828,49470,-1,0.0,dd52712-dfc3-4483-bb7b-52011c5b5cc8,Attitude boy Music X Special,DJ Psycho,WzQ5NTA3LDcxNjQ5NDkyNV0=
24095,24095,48743,43,0.09,1e84098-e8e2-fa12-aa3e-a0369fe50396,ขอ,Lomosonic,WzQ5MDAwLDE3MDQyNzIwMl0=
24185,24185,48500,0,0.0,1e84103-e501-c214-828c-aa1c026db3d8,Pok Ame Ame,Vera,WzQ4NzM1LDcyNzg0ODk0NF0=
24268,24268,48300,400,0.84,68e86b7-8483-4e77-8209-f7285aaa0ccd,Jolie (feat. Ninho),GAULOIS & Ninho,WzQ4NDUxLDMyMzAwNjld
24269,24269,48297,-53,-0.11,9cf4ccf-59ac-4f0a-9c07-a1c1b361c847,Cinta Sampai Akhir,Vita Alvia,WzQ4NDUxLDMyMzAwNjld
24406,24406,47900,-100,-0.21,680adc1-9e8f-4c68-b047-6c0a5c39c48c,Memories,Major 5,WzQ3OTAxLDY1NTI0MzIxNV0=
24440,24440,47800,-100,-0.21,761e487-52f6-49c3-8135-1fae477afcb6,Latin Love 3,DJ Dibu,WzQ3OTAxLDY1NTI0MzIxNV0=
24557,24557,47501,1,0.0,776795e-4d76-11ea-be41-801844ee83a6,You've Really Got A Hold On Me - Mono,The Miracles,WzQ3NjMzLDczNDk2NTM5Ml0=
24564,24564,47500,0,0.0,cf64110-1ac9-4a3c-bb0f-7f7ffe428b94,Devghar Nagariya Lackhi Kamariya,Bideshi Lal Yadav,WzQ3NjMzLDczNDk2NTM5Ml0=
24927,24927,46500,0,0.0,74c332c-6935-11e9-ad6a-549f35161576,Happy Birthday (feat. Cantik),Lagu Anak Terpopuler Dan Terlaris & Cantik,WzQ2NTk4LDk5MjI4MTdd
25284,25284,45600,-100,-0.22,8fd2e7c-e53a-11e8-b512-549f35141000,Baby Song,Baby Music,WzQ1ODExLDY5MDU3Mzg2M10=
25318,25318,45509,-35,-0.08,f0dc6a2-c214-11e9-b5c1-549f35161576,Tera Cheta,Maninder Batth,WzQ1NTg3LDYzOTQ3OTAzM10=
25418,25418,45262,-88,-0.19,cd137dc-b8e9-11e8-a1ae-525400009efb,Kan Sat Dan Nar Yee,Ma Naw,WzQ1MzAwLDY4MDgzNDAyMF0=
25467,25467,45112,0,0.0,45f097c-7fb5-455d-9bd8-b5cf5240ea6a,สองล้อ,ปุ๊ สวีเดน,WzQ1MzAwLDY4MDgzNDAyMF0=
25510,25510,45018,-22,-0.05,6a450c8-e3c4-11e9-865b-549f35161576,วังวน(LOOP),ONEONE,WzQ1MDU2LDE1MDQwMTQ4XQ==
25646,25646,44700,-100,-0.22,98eab26-9bbc-4d11-aaaa-c7e5d0bd3f08,กอดทิพย์ - Unit Snowrose,ASTER,WzQ0ODAwLDI0NTkyODQzXQ==
25994,25994,43872,-1,0.0,1e826c9-1f23-9d46-8dcd-a0369fe50396,Saaiyaan,Sohail Sen & Shahid Mallya & Irshad Kamil,WzQ0MDkxLDcyODEwNTgwOF0=
26053,26053,43700,-100,-0.23,d0c3e31-b1db-46ed-8db0-ddb37f48af50,Jinke Hriday Me Ram,Devendra Pathak,WzQzODM5LDEwNDY3MTk1XQ==
26183,26183,43386,-9,-0.02,92215e1-587e-4a10-bc78-aa52df76ba59,Another One,TeRex Productions,WzQzNjAwLDcwNzc3NzAwMF0=
26237,26237,43261,-73,-0.17,de06da6-58ae-4d03-a387-728b8b68c0b9,Копия пиратская,Mekhman,WzQzMzEzLDYxNzkzNTA5N10=
26389,26389,42900,-100,-0.23,8f21135-1cda-4140-aa32-662f37593f19,Quan Trọng Là Thần Thái,Only C & Karik,WzQzMTA5LDYzNjM1NTM0NF0=
26462,26462,42710,31,0.07,9dbbf9c-73e2-4626-b83f-fd20915529d7,Laye,Kizz Daniel,WzQyODgyLDY4MjMwMDg5M10=
26601,26601,42400,0,0.0,bc162af-c1cd-4488-b32f-4b6aa9f616e9,Kitty Meow Meow,Perlin Boy,WzQyNDAwLDQ2NDE0MTI3XQ==
26620,26620,42359,-88,-0.21,1e84114-3d41-45b6-844c-aa1c026db3d8,Salamin,420 Soldierz,WzQyNDAwLDQ2NDE0MTI3XQ==
26639,26639,42317,-54,-0.13,1e82664-9281-598c-9e51-aa1c026db3d8,เคยบอกว่ารักกัน,Loso,WzQyNDAwLDQ2NDE0MTI3XQ==
26779,26779,42000,0,0.0,bcab77c-5bd4-11ea-b943-549f35161576,El Memin,El Comando Exclusivo,WzQyMjA1LDc1MjgyMjUwMl0=
26785,26785,42000,0,0.0,1461dfb-1f21-4a46-bf6e-7c3326495809,Amiri,Polo Gonzalez,WzQyMjA1LDc1MjgyMjUwMl0=
26841,26841,41900,0,0.0,21e3a28-8d11-4d95-af17-d004c8cd21c5,Let It All WorkOut,AA2x,WzQxOTU3LDcxNDg0ODQxMV0=
26925,26925,41759,-85,-0.2,12be206-fd84-11e9-b63a-549f35141000,จีบ,QLER,WzQxODAwLDY3MTU2NzYyMl0=
26983,26983,41613,-8,-0.02,cc8214c-d608-11e9-97d1-549f35141000,Kabhi Pyase Ko Pani Pilaya Nahin,Kumar Vishu ,WzQxODAwLDY3MTU2NzYyMl0=
27112,27112,41374,-83,-0.2,370497b-ff2c-4f68-a695-dcc9278ef9c9,"Yılan Dağına Kar Yağmış, Pt. 1",Hicabi Salık,WzQxNDAwLDY5OTUzMzQ2NF0=
27249,27249,41100,700,1.73,41ff4b8-02ae-4d6e-8fe2-f8b693ea4ab5,Вот она я,Olga Buzova,WzQxMTk4LDQyODQyOTIwXQ==
27284,27284,41029,-51,-0.12,57fe6ed-03ab-49fd-aa34-29b5a2047e8a,Jhumka Jhulaniya Diha,Kalpana,WzQxMTk4LDQyODQyOTIwXQ==
27362,27362,40837,-2,0.0,666ce6a-c5b1-11e9-b997-e4434b16cb7a,Tu Me Haces Más Fuerte,Papillón,WzQxMDAwLDczMzkwNzk5Nl0=
27436,27436,40688,26,0.06,3fbdaea-e374-401f-994b-f502fc481809,Soy VIP,La Instruxion & Antonin Padilla,WzQwNzI3LDY3OTMzNjk5MV0=
27690,27690,40151,-33,-0.08,2cc021e-4f29-11ea-95da-549f35141000,Dame Luz,Quimico Ultra Mega & Martha Heredia,WzQwMzIyLDE0MTQ0NTYzXQ==
27768,27768,40005,-50,-0.12,60c4c3e-225b-4300-8efd-59a762460e70,Dao Na Muche Santaner Moner Kali Ma,Shreya Ghoshal,WzQwMTMwLDE0MjA3NTM5XQ==
27798,27798,39955,-11,-0.03,1e82665-a4d0-218a-ad8c-aa1c026db3d8,Rog,Falak,WzQwMTMwLDE0MjA3NTM5XQ==
27809,27809,39928,696,1.77,1e8409e-f0d4-9df6-be4f-aa1c026db3d8,جنوني,Hussein Faisal,WzM5OTUyLDM5NTIwNjVd
27962,27962,39686,93,0.23,1e8a9ff-a940-a00a-97c3-525400009efb,Must've Never Met You,Luke Combs,WzM5Nzc5LDQyOTM2MDU2XQ==
28121,28121,39371,-16,-0.04,1e82650-ff9f-7a76-91fb-aa1c026db3d8,Push,Akcent & Amira,WzM5NDAwLDYzNzEyODg0N10=
28161,28161,39300,-100,-0.25,486ecf1-df9c-4122-b5a8-66a1ade294c3,ROSSOFUOCO,Mida,WzM5NDAwLDYzNzEyODg0N10=
28233,28233,39131,-59,-0.15,1212d7e-1c4b-48a8-bcd5-a9ddb93d08b1,Usted Se Me Llevó la Vida (En Vivo),Ingrid Contreras,WzM5MjAxLDIwMDM3MDAwXQ==
28532,28532,38610,-42,-0.11,123bafe-1643-11ea-9182-549f35161576,Тысячи историй,NAZIMA & Valeriya,WzM4NzAwLDcxMjIzNDAyMF0=
28749,28749,38200,0,0.0,a2e15ea-cf58-11e9-969a-801844ee83a6,Tutde Ne Tare,Nachhattar Gill,WzM4MzAwLDUxNjEyOTYwXQ==
28859,28859,38000,-100,-0.26,d66ab22-ffc5-4142-b8e2-1d2d89138e6f,Jabi Koto Dure,Liza & Asif Akbar,WzM4MTAwLDE1MjI4NzJd
29071,29071,37567,376,1.01,79e617c-70c1-11e9-8e9c-801844edfa71,Estilo Cafajeste,Mc Leozin e Mc CJ,WzM3NjkzLDcyOTY1MzYxOV0=
29236,29236,37293,82,0.22,1e8261c-4b78-77a2-9a1a-aa1c026db3d8,What's a Woman,Vaya Con Dios,WzM3MzI2LDE1MDY5MDc3XQ==
29298,29298,37200,-100,-0.27,dc8cfd2-3de6-4027-b692-92ee5da553b4,Pinapalaya Na Kita,Still One & Independyente,WzM3MzI2LDE1MDY5MDc3XQ==
29677,29677,36561,-23,-0.06,29ed4c4-95ae-11e9-b94a-801844edfa71,Моя пленница (LKN & Ramil),LKN & Ramil',WzM2Njk3LDU1OTU1NzJd
29707,29707,36500,-100,-0.27,6f8e7f8-fa1b-11e8-83fa-549f35141000,"Laughing, Woman",Authentic Sound Effects,WzM2NTA2LDI2MzMxNDgzXQ==
29719,29719,36500,-100,-0.27,98ebc88-4c08-4f4b-a315-c00c162e02d4,GUSTY DJ I Alejo Isakk Session en el Barrio #5,Gusty dj & Alejo Isakk,WzM2NTA2LDI2MzMxNDgzXQ==
29732,29732,36476,-48,-0.13,13e44b0-7c68-4261-8887-7a28cbf52fb4,Gupse Kafe,Berkay Şengül,WzM2NTA2LDI2MzMxNDgzXQ==
29790,29790,36377,-79,-0.22,faf6113-7db1-46c0-9c2c-3f146b729d8e,Itbar Pa Hecha Pakar Na De,Irfan Kamal,WzM2NTA2LDI2MzMxNDgzXQ==
29838,29838,36300,0,0.0,46250d6-24b7-4a88-8b1c-2817fdd21a95,Te Fuistes al Cielo,Ervin Hernandez,WzM2MzU0LDY2MjY0MjYzM10=
29883,29883,36201,-99,-0.27,1e8409f-cca0-bda6-8d85-aa1c026db3d8,Glory Glory Man United (Manchester United Anthems),Gold Band,WzM2MzU0LDY2MjY0MjYzM10=
29941,29941,36100,0,0.0,1e840a4-b432-6896-89de-aa1c026db3d8,Desbloqueia a Tela - Dennis Dj Remix,Mc Denny,WzM2MjAwLDc2NDI4ODc2NF0=
30305,30305,35459,-32,-0.09,48a5dff-e062-4415-adfc-000e19b0cf84,Снова обогнал их,uglystephan,WzM1NDY2LDY4MzM4ODA1Nl0=
30553,30553,35000,-100,-0.28,1e8409f-a29d-8f7a-b215-a0369fe50396,Miz'Amor,L'Algérino,WzM1MTAwLDE1ODUzMzk3XQ==
30685,30685,34784,-1,0.0,7e8520c-1c64-4fae-bf77-f65dac91ca0d,Sohney Vekhey Lakhan Ne,Atta Ullah Khan Esakhelvi,WzM0OTExLDMxODg2OF0=
30874,30874,34500,93,0.27,0b00229-c4e8-4c54-b0ac-8c5c044b15ce,Bulbuli,R. Akib,WzM0NjAwLDcxNTc3NzI3MV0=
31005,31005,34300,-100,-0.29,3aa84d2-f6d6-48e0-aa00-a367713bf12e,Teri Ungli Pakar Ke Chala,Muhammad Rashid Azam,WzM0MzAwLDc5NDkyNzUxXQ==
31224,31224,33957,-89,-0.26,1e8409b-fdd1-7644-af27-a0369fe50396,หวังดีเสมอ,Potato,WzM0MDAwLDM3Njk3MjA4XQ==
31427,31427,33647,-6,-0.02,1e84091-a39d-ac10-b370-aa1c026db3d8,Nuvvu Nuvvu,Sumangaly,WzMzNzAwLDc2NDA5OTkyOF0=
31513,31513,33503,-97,-0.29,ed8c81f-1e94-4ecb-87d8-dcce785805ee,Дисней,Mary Gu,WzMzNTQwLDY2OTYyMzA0NV0=
31521,31521,33500,-100,-0.3,14e96e7-e0a3-45a1-98bf-eb1fde58ea98,Scenery,KPop Boyz,WzMzNTQwLDY2OTYyMzA0NV0=
31618,31618,33389,-33,-0.1,1e826e7-ac60-7daa-9ba9-a0369fe50396,Pagsubok,Daniel Padilla,WzMzNDAwLDYyMjAxMjA3Ml0=
31627,31627,33372,-97,-0.29,1e8409d-7c19-044e-96fa-aa1c026db3d8,Kalp Yolu,Kürşat Zengin,WzMzNDAwLDYyMjAxMjA3Ml0=
31632,31632,33361,-17,-0.05,1883b28-7fe3-11e9-b3f9-00163ec5a2fb,Evîn,Cane,WzMzNDAwLDYyMjAxMjA3Ml0=
31887,31887,33000,-100,-0.3,93e2d26-e46c-4c7e-9154-40f7f81d4204,แรกๆ,Toktak Ace,WzMzMTA5LDQ3NDAzNDkyXQ==
31993,31993,32842,-91,-0.28,d16781e-7da7-11e9-851d-549f35161576,Subalkheri,Aslay & Nandy,WzMyOTc1LDU1NTE3Nzg1XQ==
32189,32189,32560,-60,-0.18,0f0b6b0-1586-4e4f-a22f-2ea88207f9ff,Timro Darshan Paina Maile,Ramji Khand & Tika Pun,WzMyNzAwLDY5Mjg1MDkzMV0=
32301,32301,32400,-100,-0.31,866fe3c-ecd1-4073-812e-168c419d354f,Bernyanyi Jangan Di Lawan,Dije Tekong,WzMyNDAwLDYyODEzNDAyNF0=
32503,32503,32109,-94,-0.29,c504c12-49a0-11ea-9cf0-549f35141000,Moon,Kamandi,WzMyMTE2LDcyMjU0MDIyN10=
32726,32726,31800,-100,-0.31,95002b6-3db0-4bf6-a134-2917e367ddae,Panjtan Pak,Jawad Ahmed Naqshbandi,WzMxODE0LDYzMzIyMTM5MV0=
32754,32754,31726,-89,-0.28,46a1a77-d5da-4f14-8751-c6741cb1c19f,Binetna Layem,D-Boy,WzMxODE0LDYzMzIyMTM5MV0=
32772,32772,31700,-100,-0.31,1e84099-b451-34b6-87b3-a0369fe50396,ไม่มีอะไรที่เป็นไปไม่ได้ (Possible),Lula & SIN,WzMxODE0LDYzMzIyMTM5MV0=
32968,32968,31413,-62,-0.2,1cfce6b-e55d-4427-8b05-13dbc8f101b4,Gurbet,Zehra,WzMxNTAxLDE0NDkzNDE5XQ==
33268,33268,31000,-100,-0.32,1e840f4-b632-0412-bc7d-aa1c026db3d8,ขอบใจนะ,Praw Kanitkul & หนึ่ง ณรงค์วิทย์,WzMxMTAwLDcwOTI1MTU5NV0=
33555,33555,30602,2,0.01,1e8aa03-375f-1080-bab4-525400009efb,Rang,Hashmat Sultana,WzMwNjk5LDcxNDYyMjA1Ml0=
33581,33581,30600,-100,-0.33,ade8031-abe9-4844-b768-ffab3429158f,王者战歌（DJ版）,承利 & 枫叶 & 豪大大,WzMwNjk5LDcxNDYyMjA1Ml0=
33601,33601,30574,1471,5.05,7c63d58-863e-11e9-baea-549f35161576,Водица,Olga Buzova,WzMwNTc3LDcxODg2MzYzMF0=
33655,33655,30500,-100,-0.33,2fa3408-5dc4-4bd3-afd0-988688dca6ce,Bante Naw,Temesgen Markos,WzMwNTc3LDcxODg2MzYzMF0=
33658,33658,30500,-100,-0.33,55f3c01-9a9d-4e26-80d9-3614239fdbe9,ចង់បបួលបងធ្វើសង្សារ,តន់ ចន្ទសីម៉ា,WzMwNTc3LDcxODg2MzYzMF0=
33723,33723,30400,-100,-0.33,1e840a3-fbb4-86dc-a6d3-a0369fe50396,มีค่าเวลาเธอเหงา,Panadda Ruangwut,WzMwNDM5LDI3NDI0OF0=
33725,33725,30400,0,0.0,1e84104-2940-277c-89fb-aa1c026db3d8,Selamat Ulang Tahun,Vera,WzMwNDM5LDI3NDI0OF0=
33729,33729,30400,-100,-0.33,daa3250-d630-11e9-9f59-801844edfa71,Balungan Kere - Koplo Version,ILUX,WzMwNDM5LDI3NDI0OF0=
33809,33809,30305,-23,-0.08,91a7476-2a37-11e9-bca3-00163ec5a2fb,Akusiy'owakho,Sya Zwide,WzMwMzE2LDMwNDk2NTc3XQ==
33906,33906,30200,-100,-0.33,8a8be2b-96cd-4ed0-b28b-bf665acfd60e,Kodian De Bhah,Balkar Sidhu,WzMwMjAwLDYyMDk1OTMwNF0=
33914,33914,30195,-89,-0.29,abd0953-335a-4f30-84f7-511c73f15e1b,Júrame,André Silva,WzMwMjAwLDYyMDk1OTMwNF0=
33924,33924,30179,8,0.03,1757c5b-3084-45ac-b3a6-8dd3aba2336f,Daadoo,Dinkisa Debela,WzMwMjAwLDYyMDk1OTMwNF0=
34119,34119,29900,-100,-0.33,1e8409e-4b97-b3e6-a45c-aa1c026db3d8,Ikaw Ang Iibigin Ko,Jos Garcia,WzI5OTMxLDczNDE2ODgyMV0=
34123,34123,29900,-100,-0.33,1e840a9-93cd-78d4-bb1e-aa1c026db3d8,Sepanjang Hidup - Vocals Only Version,Maher Zain,WzI5OTMxLDczNDE2ODgyMV0=
34156,34156,29885,-98,-0.33,1e82630-9fe1-38b0-b826-a0369fe50396,Hum Tumhare Hain Sanam,Udit Narayan & Anuradha Paudwal,WzI5OTMxLDczNDE2ODgyMV0=
34162,34162,29875,-98,-0.33,0596fcf-923c-4631-a3b9-38cdfa521556,Rakhwan Kota,Kulbir Jhinjer,WzI5OTMxLDczNDE2ODgyMV0=
34226,34226,29792,-73,-0.24,303c357-a284-4c84-b0a7-7a756adb2551,Honey,R Zar Ni,WzI5ODAwLDE2MDUyODU3XQ==
34294,34294,29700,-100,-0.34,ccf16d0-f07d-4b85-8f0c-4c074ab88f26,Still Life (with Anderson .Paak),RM & Anderson .Paak,WzI5ODAwLDE2MDUyODU3XQ==
34387,34387,29597,5013,20.39,766da66-df7e-11e8-aa3c-549f35161576,Mwamba Wenye Imara,Godwin Ombeni,WzI5NzAwLDgyMDY3MTI2OF0=
34400,34400,29571,82,0.28,396c31a-8955-4ba4-9e7e-575b8ebe6e4b,Paisasita Maya Satnelai,Indra G C & Bishnu Majhi,WzI5NTcyLDEyODIyOTdd
34639,34639,29300,-100,-0.34,be82b94-a7da-445d-aa1b-3141ec63d5d5,WYAT (Where You At),SB19,WzI5MzEzLDc2NDEwMDI3OF0=
34800,34800,29100,-100,-0.34,3aa5c61-ee96-47e2-8ac3-ad6c5c46fa49,Lilra Ke Bindiya,Babloo Singh,WzI5MTAwLDY0MTgyNDEzNF0=
35092,35092,28731,0,0.0,2dedf8c-7b50-4e00-9adc-f89cabfc2e0d,I'm Gonna Love You,Cody Johnson & Carrie Underwood,WzI4ODI5LDI2MjA3NDkxXQ==
35147,35147,28672,-66,-0.23,4585e13-c2e7-4be1-9c42-fca346d85157,Okay Lang Naman Ako,Henyong Makata,WzI4NzE4LDExNzMyMjVd
35272,35272,28500,-100,-0.35,471dc24-0040-11e9-afea-00163ec5a2fb,Gaya Arsh Te Larha Banke,Shahbaz Qamar Fareedi,WzI4NjAwLDY5NjgwODU3OF0=
35377,35377,28400,5600,24.56,63c6246-3192-47cc-89dd-34bfd2fb4d7e,Viva España,Peet Vait,WzI4NDgzLDY0MTExMTEzOV0=
35405,35405,28364,-34,-0.12,5d2e05c-3097-4320-9b1b-de593bd0310d,По душам,МОТ,WzI4MzczLDIxNDkzMDQwXQ==
35541,35541,28200,-100,-0.35,0e428a6-6a2e-4d7a-9ef5-23806f31aa30,Kavkaz Orginal Bass,Qara 07,WzI4MjM2LDY2Nzk3ODA1OV0=
35754,35754,27968,-54,-0.19,07976ea-0a28-420e-805d-bc8c14325503,Red Lipstick (Hey wassup its 616),Lil Animal,WzI4MDAwLDE5MTczNDk3XQ==
35759,35759,27954,-19,-0.07,34598fc-cd53-4ad0-ba12-a55ce988631d,Yaro Yahi Dosti Hae,Jupiters,WzI4MDAwLDE5MTczNDk3XQ==
35760,35760,27952,-95,-0.34,3d1ac68-5158-11ea-bfcf-549f35141000,Devilai Rato Dhaja Chha,Eak Narayan Bhandari & Basanta Thapa & Sapana Thapa,WzI4MDAwLDE5MTczNDk3XQ==
35818,35818,27900,-100,-0.36,e484867-9bc9-4012-8204-c5c23ba1c615,Exclusive,Shaneil Muir,WzI3OTAxLDMzMDIwNTE3XQ==
35830,35830,27900,-100,-0.36,ea968fb-c792-43ac-8593-c7d635fce7bb,Somebody,D.O.,WzI3OTAxLDMzMDIwNTE3XQ==
35925,35925,27798,-30,-0.11,3265adc-4a03-4f05-b492-1ee1a4d00bcd,Bhataar Majaa Bahari,Khesari Lal Yadav & Sarodi,WzI3ODAwLDIxNDMxMDAxXQ==
35983,35983,27705,-95,-0.34,96571b4-4d71-11ea-a2b4-e4434b16cb78,"Cantina Band - From ""Star Wars: A New Hope""",London Voices & London Symphony Orchestra & John Williams & New London Children's Choir,WzI3ODAwLDIxNDMxMDAxXQ==
36379,36379,27300,-100,-0.36,bb31f8d-655b-4a95-bc84-465be1fbfb41,Meena Jurm Na De Cha Sarkar,Nehar Ali & Ilyas,WzI3MzkwLDUxOTk4MV0=
36395,36395,27292,-18,-0.07,921e160-b8f1-11e8-b297-525400009efb,Dibine Dibine,Ece Seçkin,WzI3MzkwLDUxOTk4MV0=
